Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
PBZYW7HH,preprint,2025,"Mongeon, Philippe; Hare, Madelaine; Riddle, Poppy; Wilson, Summer; Krause, Geoff; Marjoram, Rebecca; Toupin, Rémi","Investigating Document Type, Language, Publication Year, and Author Count Discrepancies Between OpenAlex and Web of Science",,,,10.48550/arXiv.2508.18620,http://arxiv.org/abs/2508.18620,"Bibliometrics, whether used for research or research evaluation, relies on large multidisciplinary databases of research outputs and citation indices. The Web of Science (WoS) was the main supporting infrastructure of the field for more than 30 years until several new competitors emerged. OpenAlex, a bibliographic database launched in 2022, has distinguished itself for its openness and extensive coverage. While OpenAlex may reduce or eliminate barriers to accessing bibliometric data, one of the concerns that hinders its broader adoption for research and research evaluation is the quality of its metadata. This study aims to assess metadata quality in OpenAlex and WoS, focusing on document type, publication year, language, and number of authors. By addressing discrepancies and misattributions in metadata, this research seeks to enhance awareness of data quality issues that could impact bibliometric research and evaluation outcomes.",2025-08-26,2025-10-14 18:36,2025-12-03 15:24,2025-10-14 18:36,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2508.18620 [cs],,"/Users/poppyriddle/Zotero/storage/4Y2KEALJ/Mongeon et al. - 2025 - Investigating Document Type, Language, Publication Year, and Author Count Discrepancies Between Open.pdf; /Users/poppyriddle/Zotero/storage/5FUIGB8E/2508.html",,CORE PAPER; CORPUS,Computer Science - Digital Libraries,,,,,,,,,,,,,,,,,,,arXiv:2508.18620,,,,,,,,,,,,,,,,,,,,,,,,,,,
V9NME5H6,journalArticle,2018,"Savolainen, Reijo",Pioneering models for information interaction in the context of information seeking and retrieval,Journal of Documentation,,0022-0418,10.1108/JD-11-2017-0154,http://www.emerald.com/jd/article/74/5/966-986/214117,"Purpose               The purpose of this paper is to clarify the conceptual issues of information behaviour research by reviewing the approaches to information interaction in the context of information seeking and retrieval (IS&R).                                         Design/methodology/approach               The study uses the conceptual analysis focussing on four pioneering models for interactive IS&R proposed by Belkin, Ingwersen and Ingwersen and Järvelin.                                         Findings               A main characteristic of models for information interaction is the tripartite setting identifying information resources accessible through information systems, intermediary/interface and user. Dialogue is a fundamental constituent of information interaction. Early models proposed by Belkin and Ingwersen focussed on the dialogue occurring in user-intermediary interaction, while more recent frameworks developed by Ingwersen and Järvelin devote more attention to dialogue constitutive of user-information system interaction.                                         Research limitations/implications               As the study focusses on four models developed within the period of 1984-2005, the findings cannot be generalised to depict the phenomena of information interaction as a whole. Further research is needed to model the specific features of information interaction occurring in the networked information environments in particular.                                         Originality/value               The study pioneers by providing an in-depth analysis of the ways in which pioneering researchers have conceptualised the phenomena of interaction in the context of IS&R. The findings contribute to the elaboration of the conceptual space of information behaviour research.",2018-08-03,2025-11-04 20:28,2025-12-03 15:27,2025-11-04 20:28,966-986,,5,74,,JD,,,,,,,,en,https://www.emerald.com/insight/site-policies,,,,DOI.org (Crossref),,,,/Users/poppyriddle/Zotero/storage/5QT38WCT/Savolainen - 2018 - Pioneering models for information interaction in the context of information seeking and retrieval.pdf,,CORE PAPER; CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF2WLKTZ,journalArticle,2022,"Pawlick-Potts, Danica; Humboldt-Universität Zu Berlin",Is anybody in there?: Towards a model of affect and trust in human – AI information interactions,,,,10.18452/25258,https://edoc.hu-berlin.de/handle/18452/25986,"Advancements in search engines that utilize machine learning increase the likelihood that users will perceive these systems as worthy of trust. The nature and implications of trust in the context of algorithmic systems that utilize machine learning is examined and the resulting conception of trust is modelled. While current artificial intelligence does not meet the requirements of moral autonomy necessary to be considered trustworthy, people may still engage in misplaced trust based on the perception of moral autonomy. Users who place their trust in algorithmic systems limit their critical engagement with, and assessment of, the information interaction. A preliminary high-level model of trust’s role in information interactions adapting Ingwersen and Jarvelin’s Integrative Model for Interactive Information Seeking and Retrieval is proposed using the Google search engine as an example. We need to recognize that is it possible for users to react to information systems in a social manner that may lead to the formation of trust attitudes. As information professionals we want to develop interventions that will encourage users to stay critically engaged with their interactions with information systems, even when they perceive them to be autonomous.",Sep-22,2025-11-04 20:46,2025-12-03 15:25,2025-11-04 20:46,,,,,,,Is anybody in there?,,,,,,,en,"(CC BY 4.0) Attribution 4.0 International, Creative Commons Attribution 4.0 International",,,,DOI.org (Datacite),,Publisher: Humboldt-Universität zu Berlin,,/Users/poppyriddle/Zotero/storage/AL4GRZ4M/Pawlick-Potts - 2022 - Is anybody in there Towards a model of affect and trust in human – AI information interactions.pdf,,core journals; CORE PAPER; CORPUS,020 Bibliotheks- und Informationswissenschaften; conceptual models; human-computer interaction; information interactions; trust,,,,Humboldt-Universität Zu Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5MQJYTDN,journalArticle,2025,"Antal, Margit; Buza, Krisztian",Evaluating Open-Source LLMs in RAG Systems: A Benchmark on Diploma Theses Abstracts Using Ragas,"Acta Universitatis Sapientiae, Informatica",,2066-7760,10.1007/s44427-025-00006-3,https://doi.org/10.1007/s44427-025-00006-3,"Retrieval-Augmented Generation (RAG) systems have gained significant attention for their ability to enhance language models by incorporating external knowledge sources. However, evaluating the effectiveness of these systems remains a challenge, as both the retrieval and generation components must be assessed independently and in combination. This study aims to provide a comprehensive evaluation of open-source large language models (LLMs) within a RAG system, using a dataset derived from diploma theses abstracts. To systematically assess performance, we generated a benchmark dataset consisting of 122 questions with reference answers, categorized into reasoning, fact-based, and summary-type questions. Using Elasticsearch as the retriever and several open-source LLMs as generators, we evaluated the system using the Ragas (Retrieval Augmented Generation Assessment) framework, focusing on retrieval effectiveness and answer quality. Our findings highlight the strengths and weaknesses of different models and retrieval strategies, offering insights into optimizing RAG implementations for academic and structured knowledge tasks. Our dataset and the corresponding evaluation code are publicly accessible at https://github.com/margitantal68/rag_paper.",2025-07-16,2025-11-06 17:16,2025-12-03 15:10,2025-11-06 17:16,5,,1,17,,Acta Univ. Sapientiae Inform.,Evaluating Open-Source LLMs in RAG Systems,,,,,,,en,,,,,Springer Link,,,,/Users/poppyriddle/Zotero/storage/4J7CIJH6/Antal and Buza - 2025 - Evaluating Open-Source LLMs in RAG Systems A Benchmark on Diploma Theses Abstracts Using Ragas.pdf,,CORE PAPER; CORPUS,Elasticsearch; Evaluation; LLM; RAG; Ragas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86GYM68L,conferencePaper,2024,"Es, Shahul; James, Jithin; Espinosa Anke, Luis; Schockaert, Steven",RAGAs: Automated Evaluation of Retrieval Augmented Generation,Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: System Demonstrations,,,10.18653/v1/2024.eacl-demo.16,https://aclanthology.org/2024.eacl-demo.16/,"We introduce RAGAs (Retrieval Augmented Generation Assessment), a framework for reference-free evaluation of Retrieval Augmented Generation (RAG) pipelines. RAGAs is available at [https://github.com/explodinggradients/ragas]. RAG systems are composed of a retrieval and an LLM based generation module. They provide LLMs with knowledge from a reference textual database, enabling them to act as a natural language layer between a user and textual databases, thus reducing the risk of hallucinations. Evaluating RAG architectures is challenging due to several dimensions to consider: the ability of the retrieval system to identify relevant and focused context passages, the ability of the LLM to exploit such passages faithfully, and the quality of the generation itself. With RAGAs, we introduce a suite of metrics that can evaluate these different dimensions without relying on ground truth human annotations. We posit that such a framework can contribute crucially to faster evaluation cycles of RAG architectures, which is especially important given the fast adoption of LLMs.",Mar-24,2025-11-06 17:20,2025-12-03 15:14,2025-11-06 17:20,150–158,,,,,,RAGAs,,,,,Association for Computational Linguistics,"St. Julians, Malta",,,,,,ACLWeb,,,,/Users/poppyriddle/Zotero/storage/U54DQLRV/Es et al. - 2024 - RAGAs Automated Evaluation of Retrieval Augmented Generation.pdf,,core journals; CORE PAPER; CORPUS,,"Aletras, Nikolaos; De Clercq, Orphee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIVNZ8WZ,conferencePaper,2024,"Wang, Shuai; Khramtsova, Ekaterina; Zhuang, Shengyao; Zuccon, Guido",FeB4RAG: Evaluating Federated Search in the Context of Retrieval Augmented Generation,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,979-8-4007-0431-4,,10.1145/3626772.3657853,https://doi.org/10.1145/3626772.3657853,"Federated search systems aggregate results from multiple search engines, selecting appropriate sources to enhance result quality and align with user intent. With the increasing uptake of Retrieval-Augmented Generation (RAG) pipelines, federated search can play a pivotal role in sourcing relevant information across heterogeneous data sources to generate informed responses. However, existing datasets, such as those developed in the past TREC FedWeb tracks, predate the RAG paradigm shift and lack representation of modern information retrieval challenges.To bridge this gap, we present FeB4RAG, a novel dataset specifically designed for federated search within RAG frameworks. This dataset, derived from 16 sub-collections of the widely used BEIR benchmarking collection, includes 790 information requests (akin to conversational queries) tailored for chatbot applications, along with top results returned by each resource and associated LLM-derived relevance judgements. Additionally, to support the need for this collection, we demonstrate the impact on response generation of a high quality federated search system for RAG compared to a naive approach to federated search. We do so by comparing answers generated by the RAG pipeline with a qualitative side-by-side comparison. Our collection fosters and supports the development and evaluation of new federated search methods, especially in the context of RAG pipelines. The resource is publicly available at https://github.com/ielab/FeB4RAG.",2024-07-11,2025-11-06 17:46,2025-12-03 15:31,2025-11-06,763–773,,,,,,FeB4RAG,SIGIR '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,ACM Digital Library,,,,/Users/poppyriddle/Zotero/storage/SJBNEWT8/Wang et al. - 2024 - FeB4RAG Evaluating Federated Search in the Context of Retrieval Augmented Generation.pdf,,CORE PAPER; CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBSILQCF,preprint,2023,"Liu, Yi; Huang, Lianzhe; Li, Shicheng; Chen, Sishuo; Zhou, Hao; Meng, Fandong; Zhou, Jie; Sun, Xu",RECALL: A Benchmark for LLMs Robustness against External Counterfactual Knowledge,,,,10.48550/arXiv.2311.08147,http://arxiv.org/abs/2311.08147,"LLMs and AI chatbots have improved people's efficiency in various fields. However, the necessary knowledge for answering the question may be beyond the models' knowledge boundaries. To mitigate this issue, many researchers try to introduce external knowledge, such as knowledge graphs and Internet contents, into LLMs for up-to-date information. However, the external information from the Internet may include counterfactual information that will confuse the model and lead to an incorrect response. Thus there is a pressing need for LLMs to possess the ability to distinguish reliable information from external knowledge. Therefore, to evaluate the ability of LLMs to discern the reliability of external knowledge, we create a benchmark from existing knowledge bases. Our benchmark consists of two tasks, Question Answering and Text Generation, and for each task, we provide models with a context containing counterfactual information. Evaluation results show that existing LLMs are susceptible to interference from unreliable external knowledge with counterfactual information, and simple intervention methods make limited contributions to the alleviation of this issue.",2023-11-14,2025-11-06 17:51,2025-12-03 15:23,2025-11-06 17:51,,,,,,,RECALL,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2311.08147 [cs],,/Users/poppyriddle/Zotero/storage/RD95FUGV/Liu et al. - 2023 - RECALL A Benchmark for LLMs Robustness against External Counterfactual Knowledge.pdf; /Users/poppyriddle/Zotero/storage/NZ99ERZI/2311.html,,CORE PAPER; CORPUS,Computer Science - Artificial Intelligence; Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2311.08147,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FQJDZSA,preprint,2019,"Jin, Qiao; Dhingra, Bhuwan; Liu, Zhengping; Cohen, William W.; Lu, Xinghua",PubMedQA: A Dataset for Biomedical Research Question Answering,,,,10.48550/arXiv.1909.06146,http://arxiv.org/abs/1909.06146,"We introduce PubMedQA, a novel biomedical question answering (QA) dataset collected from PubMed abstracts. The task of PubMedQA is to answer research questions with yes/no/maybe (e.g.: Do preoperative statins reduce atrial fibrillation after coronary artery bypass grafting?) using the corresponding abstracts. PubMedQA has 1k expert-annotated, 61.2k unlabeled and 211.3k artificially generated QA instances. Each PubMedQA instance is composed of (1) a question which is either an existing research article title or derived from one, (2) a context which is the corresponding abstract without its conclusion, (3) a long answer, which is the conclusion of the abstract and, presumably, answers the research question, and (4) a yes/no/maybe answer which summarizes the conclusion. PubMedQA is the first QA dataset where reasoning over biomedical research texts, especially their quantitative contents, is required to answer the questions. Our best performing model, multi-phase fine-tuning of BioBERT with long answer bag-of-word statistics as additional supervision, achieves 68.1% accuracy, compared to single human performance of 78.0% accuracy and majority-baseline of 55.2% accuracy, leaving much room for improvement. PubMedQA is publicly available at https://pubmedqa.github.io.",2019-09-13,2025-11-10 18:24,2025-12-03 15:21,2025-11-10 18:24,,,,,,,PubMedQA,,,,,arXiv,,,,,,,arXiv.org,,arXiv:1909.06146 [cs],,/Users/poppyriddle/Zotero/storage/WRP7CBHM/Jin et al. - 2019 - PubMedQA A Dataset for Biomedical Research Question Answering.pdf; /Users/poppyriddle/Zotero/storage/9XIF94W8/1909.html,,CORE PAPER; CORPUS,Computer Science - Computation and Language; Computer Science - Machine Learning; Quantitative Biology - Quantitative Methods,,,,,,,,,,,,,,,,,,,arXiv:1909.06146,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAJLNUYV,conferencePaper,2025,"Wu, Jinyang; Zhang, Shuai; Che, Feihu; Feng, Mingkuan; Shao, Pengpeng; Tao, Jianhua",Pandora's Box or Aladdin's Lamp: A Comprehensive Analysis Revealing the Role of RAG Noise in Large Language Models,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),979-8-89176-251-0,,10.18653/v1/2025.acl-long.250,https://aclanthology.org/2025.acl-long.250/,"Retrieval-Augmented Generation (RAG) has emerged as a crucial method for addressing hallucinations in large language models (LLMs). While recent research has extended RAG models to complex noisy scenarios, these explorations often confine themselves to limited noise types and presuppose that noise is inherently detrimental to LLMs, potentially deviating from real-world retrieval environments and restricting practical applicability. In this paper, we define seven distinct noise types from a linguistic perspective and establish a Noise RAG Benchmark (NoiserBench), a comprehensive evaluation framework encompassing multiple datasets and reasoning tasks. Through empirical evaluation of eight representative LLMs with diverse architectures and scales, we reveal that these noises can be further categorized into two practical groups: noise that is beneficial to LLMs (aka beneficial noise) and noise that is harmful to LLMs (aka harmful noise). While harmful noise generally impairs performance, beneficial noise may enhance several aspects of model capabilities and overall performance. Our analysis offers insights for developing robust RAG solutions and mitigating hallucinations across diverse retrieval scenarios. Code is available at https://github.com/jinyangwu/NoiserBench.",Jul-25,2025-11-17 18:13,2025-12-03 15:31,2025-11-17 18:13,5019–5039,,,,,,Pandora's Box or Aladdin's Lamp,,,,,Association for Computational Linguistics,"Vienna, Austria",,,,,,ACLWeb,,,,/Users/poppyriddle/Zotero/storage/QPFW2GS8/Wu et al. - 2025 - Pandora's Box or Aladdin's Lamp A Comprehensive Analysis Revealing the Role of RAG Noise in Large L.pdf,,CORE PAPER; CORPUS,,"Che, Wanxiang; Nabende, Joyce; Shutova, Ekaterina; Pilehvar, Mohammad Taher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACL 2025,,,,,,,,,,,,,,,
PJN5TSDQ,preprint,2025,"Stambolic, Vasilije; Dhar, Aritra; Cavigelli, Lukas",RAG-Pull: Imperceptible Attacks on RAG Systems for Code Generation,,,,10.48550/arXiv.2510.11195,http://arxiv.org/abs/2510.11195,"Retrieval-Augmented Generation (RAG) increases the reliability and trustworthiness of the LLM response and reduces hallucination by eliminating the need for model retraining. It does so by adding external data into the LLM's context. We develop a new class of black-box attack, RAG-Pull, that inserts hidden UTF characters into queries or external code repositories, redirecting retrieval toward malicious code, thereby breaking the models' safety alignment. We observe that query and code perturbations alone can shift retrieval toward attacker-controlled snippets, while combined query-and-target perturbations achieve near-perfect success. Once retrieved, these snippets introduce exploitable vulnerabilities such as remote code execution and SQL injection. RAG-Pull's minimal perturbations can alter the model's safety alignment and increase preference towards unsafe code, therefore opening up a new class of attacks on LLMs.",2025-10-13,2025-11-17 19:44,2025-12-03 15:29,2025-11-17 19:44,,,,,,,RAG-Pull,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2510.11195 [cs],,/Users/poppyriddle/Zotero/storage/XXUGV2MC/Stambolic et al. - 2025 - RAG-Pull Imperceptible Attacks on RAG Systems for Code Generation.pdf; /Users/poppyriddle/Zotero/storage/TC65T25Z/2510.html,,CORE PAPER; CORPUS,Computer Science - Artificial Intelligence; Computer Science - Cryptography and Security,,,,,,,,,,,,,,,,,,,arXiv:2510.11195,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q793YMUK,preprint,2025,"Zeng, Yixiao; Cao, Tianyu; Wang, Danqing; Zhao, Xinran; Qiu, Zimeng; Ziyadi, Morteza; Wu, Tongshuang; Li, Lei",RARE: Retrieval-Aware Robustness Evaluation for Retrieval-Augmented Generation Systems,,,,10.48550/arXiv.2506.00789,http://arxiv.org/abs/2506.00789,"Retrieval-Augmented Generation (RAG) enhances recency and factuality in answers. However, existing evaluations rarely test how well these systems cope with real-world noise, conflicting between internal and external retrieved contexts, or fast-changing facts. We introduce Retrieval-Aware Robustness Evaluation (RARE), a unified framework and large-scale benchmark that jointly stress-tests query and document perturbations over dynamic, time-sensitive corpora. One of the central features of RARE is a knowledge-graph-driven synthesis pipeline (RARE-Get) that automatically extracts single and multi-hop relations from the customized corpus and generates multi-level question sets without manual intervention. Leveraging this pipeline, we construct a dataset (RARE-Set) spanning 527 expert-level time-sensitive finance, economics, and policy documents and 48295 questions whose distribution evolves as the underlying sources change. To quantify resilience, we formalize retrieval-conditioned robustness metrics (RARE-Met) that capture a model's ability to remain correct or recover when queries, documents, or real-world retrieval results are systematically altered. Our findings reveal that RAG systems are unexpectedly sensitive to perturbations. Moreover, they consistently demonstrate lower robustness on multi-hop queries compared to single-hop queries across all domains.",2025-10-27,2025-11-18 0:30,2025-12-03 15:48,2025-11-18 0:30,,,,,,,RARE,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2506.00789 [cs],,/Users/poppyriddle/Zotero/storage/3BPAZUH9/Zeng et al. - 2025 - RARE Retrieval-Aware Robustness Evaluation for Retrieval-Augmented Generation Systems.pdf; /Users/poppyriddle/Zotero/storage/IQUHFDRB/2506.html,,CORE PAPER; CORPUS,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2506.00789,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKYLGV7U,journalArticle,2025,"Taylor, Jaime; Dagan, Kelly; Youngberg, Margaret; Kaufman, Therese; Radding, Johanna",A Survey of AI tools in Library Tech: Accelerating into and Unlocking Streamlined Enhanced Convenient Empowering Game-Changers,Journal of Electronic Resources Librarianship,,1941-126X,10.1080/1941126X.2025.2497738,https://doi.org/10.1080/1941126X.2025.2497738,,2025-04-03,2025-11-18 12:39,2025-12-03 15:29,2025-11-18 12:39,217-229,,2,37,,,A Survey of AI tools in Library Tech,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/1941126X.2025.2497738,,/Users/poppyriddle/Zotero/storage/C8CWPGY8/Taylor et al. - 2025 - A Survey of AI tools in Library Tech Accelerating into and Unlocking Streamlined Enhanced Convenien.pdf,,CORE PAPER; CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U48T2NVJ,preprint,2025,"Cao, Tianyu; Bhandari, Neel; Yerukola, Akhila; Asai, Akari; Sap, Maarten",Out of Style: RAG's Fragility to Linguistic Variation,,,,10.48550/ARXIV.2504.08231,https://arxiv.org/abs/2504.08231,"Despite the impressive performance of Retrieval-augmented Generation (RAG) systems across various NLP benchmarks, their robustness in handling real-world user-LLM interaction queries remains largely underexplored. This presents a critical gap for practical deployment, where user queries exhibit greater linguistic variations and can trigger cascading errors across interdependent RAG components. In this work, we systematically analyze how varying four linguistic dimensions (formality, readability, politeness, and grammatical correctness) impact RAG performance. We evaluate two retrieval models and nine LLMs, ranging from 3 to 72 billion parameters, across four information-seeking Question Answering (QA) datasets. Our results reveal that linguistic reformulations significantly impact both retrieval and generation stages, leading to a relative performance drop of up to 40.41% in Recall@5 scores for less formal queries and 38.86% in answer match scores for queries containing grammatical errors. Notably, RAG systems exhibit greater sensitivity to such variations compared to LLM-only generations, highlighting their vulnerability to error propagation due to linguistic shifts. These findings highlight the need for improved robustness techniques to enhance reliability in diverse user interactions.",2025,2025-11-20 17:07,2025-12-03 15:35,2025-11-20 17:07,,,,,,,Out of Style,,,,,arXiv,,,Creative Commons Attribution 4.0 International,,,,DOI.org (Datacite),,Version Number: 1,,/Users/poppyriddle/Zotero/storage/S76DMQUK/Cao et al. - 2025 - Out of Style RAG's Fragility to Linguistic Variation.pdf; /Users/poppyriddle/Zotero/storage/3DJ5DKUV/2504.html,,CORPUS,Computation and Language (cs.CL); Computer Science - Computation and Language; FOS: Computer and information sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSR5F3J,journalArticle,2025,"Kumar, Vinit; Chandrappa; Harinarayana, NS",Exploring dimensions of metadata quality assessment: A scoping review,Journal of Librarianship and Information Science,,0961-0006,10.1177/09610006241239080,https://doi.org/10.1177/09610006241239080,"Assessing metadata is of paramount importance for several critical reasons. Metadata plays a pivotal role in various aspects, including data retrieval and search, data organization, interoperability, data preservation, and the overall user experience. The purpose of this scoping review is to identify the most commonly measured dimensions of metadata quality in existing studies on metadata quality assessment. The study also investigates the types of data sources and countries contributing most to the literature on metadata quality assessment and the types of documents used to communicate their findings. The methodology involves the application of PRISMA model for qualitatively evaluating 55 studies on metadata quality assessment. The co-occurrence analysis is made on the title and abstract of selected articles using VOSviewer 1.6.18 version, visualization software. The review found that completeness, accuracy, consistency, accessibility, conformance, provenance, and timeliness are commonly used dimensions in metadata quality assessment. However, there is no consensus on their exact definition and measurement, indicating a need for further investigation into less commonly assessed quality dimensions. Digital repositories and open government data are the most commonly studied data sources, with the United States being the leading contributor and journal articles being the most commonly used document type. The cluster analysis based on co-occurrence of terms in title and abstract found three research areas, “Metadata Quality Assessment,” “Metadata Quality Dimensions,” and “Metadata Quality Applications, Frameworks, and Approaches” as prominent areas of research. The originality of the study lies in its methodology that involves rigorous screening of articles on metadata quality. It is a first attempt to qualitatively synthesize literature on metadata quality. The article emphasizes the importance of metadata quality research and the need to improve the flexibility of metadata quality assessment tools to facilitate better metadata quality assurance measures.",2025-09-01,2025-11-20 23:59,2025-12-03 15:39,2025-11-20 23:59,661-673,,3,57,,,Exploring dimensions of metadata quality assessment,,,,,,,EN,,,,,SAGE Journals,,Publisher: SAGE Publications Ltd,,/Users/poppyriddle/Zotero/storage/FFBTBFQ8/Kumar et al. - 2025 - Exploring dimensions of metadata quality assessment A scoping review.pdf,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJDFE3Z3,journalArticle,2022,"Nguyen, Ba Xuan; Luczak-Roesch, Markus; Dinneen, Jesse David; Larivière, Vincent",Assessing the quality of bibliographic data sources for measuring international research collaboration,Quantitative Science Studies,,2641-3337,10.1162/qss_a_00211,https://doi.org/10.1162/qss_a_00211,"Measuring international research collaboration (IRC) is essential to various research assessment tasks but the effect of various measurement decisions, including which data sources to use, has not been thoroughly studied. To better understand the effect of data source choice on IRC measurement, we design and implement a data quality assessment framework specifically for bibliographic data by reviewing and selecting available dimensions and designing appropriate computable metrics, and then validate the framework by applying it to four popular sources of bibliographic data: Microsoft Academic Graph, Web of Science (WoS), Dimensions, and the ACM Digital Library. Successful validation of the framework suggests it is consistent with the popular conceptual framework of information quality proposed by Wang and Strong (1996) and adequately identifies the differences in quality in the sources examined. Application of the framework reveals that WoS has the highest overall quality among the sets considered; and that the differences in quality can be explained primarily by how the data sources are organized. Our study comprises a methodological contribution that enables researchers to apply this IRC measurement tool in their studies and makes an empirical contribution by further characterizing four popular sources of bibliographic data and their impact on IRC measurement.",2022-11-01,2025-11-21 15:01,2025-12-03 15:41,2025-11-21 15:01,529-559,,3,3,,Quantitative Science Studies,,,,,,,,,,,,,Silverchair,,,,/Users/poppyriddle/Zotero/storage/ETECQJEV/Nguyen et al. - 2022 - Assessing the quality of bibliographic data sources for measuring international research collaborati.pdf; /Users/poppyriddle/Zotero/storage/T6DTXS3N/qss_a_00211.html,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR5TSPTK,journalArticle,2016,"Neumaier, Sebastian; Umbrich, Jürgen; Polleres, Axel",Automated Quality Assessment of Metadata across Open Data Portals,J. Data and Information Quality,,1936-1955,10.1145/2964909,https://dl.acm.org/doi/10.1145/2964909,"The Open Data movement has become a driver for publicly available data on the Web. More and more data—from governments and public institutions but also from the private sector—are made available online and are mainly published in so-called Open Data portals. However, with the increasing number of published resources, there is a number of concerns with regards to the quality of the data sources and the corresponding metadata, which compromise the searchability, discoverability, and usability of resources.In order to get a more complete picture of the severity of these issues, the present work aims at developing a generic metadata quality assessment framework for various Open Data portals: We treat data portals independently from the portal software frameworks by mapping the specific metadata of three widely used portal software frameworks (CKAN, Socrata, OpenDataSoft) to the standardized Data Catalog Vocabulary metadata schema. We subsequently define several quality metrics, which can be evaluated automatically and in an efficient manner. Finally, we report findings based on monitoring a set of over 260 Open Data portals with 1.1M datasets. This includes the discussion of general quality issues, for example, the retrievability of data, and the analysis of our specific quality metrics.",2016-10-25,2025-11-21 15:08,2025-12-03 15:41,2025-11-21 15:08,2:1–2:29,,1,8,,,,,,,,,,,,,,,ACM Digital Library,,,,/Users/poppyriddle/Zotero/storage/5YS3EVSK/Neumaier et al. - 2016 - Automated Quality Assessment of Metadata across Open Data Portals.pdf,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
